Order_ID,Order_Date,Region,Ship_Mode,Total_Sales,Total_Profit,Total_Shipping_Cost,Total_Quantity,Shipping_Ratio,Profit_Margin,Shipping_per_Unit,Year_Month,High_Shipping,Total_Discount,Discount_Ratio,Discount_Bucket,Adjusted_Profit
ES-2013-1925248,2013-06-04,Central,Standard Class,2753,841.7925,190.51,9,0.0692008717762441,0.30577279331638213,21.167777777777776,2013-06,0,0.15,0.15,Medium (10-20%),841.7925
ES-2013-1929857,2013-04-18,Central,Standard Class,84,34.29,9.62,3,0.11452380952380951,0.4082142857142857,3.2066666666666666,2013-04,1,0.0,0.0,No Discount,34.29
ES-2013-1934375,2013-02-26,Central,Standard Class,19,8.46,2.05,1,0.10789473684210525,0.44526315789473686,2.05,2013-02,1,0.0,0.0,No Discount,8.46
ES-2013-1946968,2013-08-15,Central,Standard Class,1073,-34.338,83.08,6,0.07742777260018639,-0.03200186393289842,13.846666666666666,2013-08,0,0.30000000000000004,0.30000000000000004,High (>20%),118.94771428571448
ES-2013-1948810,2013-12-25,South,First Class,17,8.37,4.61,1,0.2711764705882353,0.49235294117647055,4.61,2013-12,1,0.0,0.0,No Discount,8.37
ES-2013-1950200,2013-06-25,Central,Same Day,1094,371.04,94.62,32,0.08648994515539306,0.3391590493601463,2.956875,2013-06,0,0.0,0.0,No Discount,371.04
ES-2013-1950281,2013-09-11,South,First Class,52,9.3,6.88,1,0.1323076923076923,0.17884615384615385,6.88,2013-09,1,0.0,0.0,No Discount,9.3
ES-2013-1953205,2013-01-23,Central,Second Class,135,39.057,17.07,1,0.12644444444444444,0.28931111111111113,17.07,2013-01,1,0.1,0.1,Low (0-10%),39.057
ES-2013-1954205,2013-11-18,North,First Class,708,184.05,72.38,5,0.10223163841807908,0.25995762711864406,14.475999999999999,2013-11,1,0.0,0.0,No Discount,184.05
ES-2013-1964432,2013-06-13,North,Standard Class,505,95.22,32.74,8,0.06483168316831683,0.18855445544554456,4.0925,2013-06,0,0.0,0.0,No Discount,95.22
ES-2013-1985580,2013-03-18,Central,Standard Class,208,-100.17,16.93,9,0.08139423076923077,-0.4815865384615385,1.8811111111111112,2013-03,0,0.5,0.5,High (>20%),24.629999999999995
ES-2013-1986520,2013-01-16,Central,Standard Class,135,67.65,8.91,5,0.066,0.5011111111111112,1.782,2013-01,0,0.0,0.0,No Discount,67.65
ES-2013-1989144,2013-11-01,Central,Standard Class,213,27.066000000000003,11.07,5,0.05197183098591549,0.12707042253521128,2.214,2013-11,0,0.1,0.1,Low (0-10%),27.066000000000003
ES-2013-1990428,2013-09-18,Central,Standard Class,1720,432.3225,79.32,12,0.04611627906976744,0.2513502906976744,6.609999999999999,2013-09,0,0.25,0.25,High (>20%),546.989166666667
ES-2013-1997936,2013-03-26,Central,Second Class,81,28.5,10.28,5,0.12691358024691357,0.35185185185185186,2.056,2013-03,1,0.0,0.0,No Discount,28.5
ES-2013-2003988,2013-08-01,Central,First Class,2716,387.849,429.66999999999996,31,0.15819955817378498,0.14280154639175258,13.86032258064516,2013-08,1,0.2,0.2,Medium (10-20%),387.849
ES-2013-2005146,2013-12-27,Central,Standard Class,366,85.296,44.41,2,0.12133879781420764,0.23304918032786887,22.205,2013-12,1,0.1,0.1,Low (0-10%),85.296
ES-2013-2007462,2013-11-19,North,Standard Class,47,-32.025,7.39,5,0.15723404255319148,-0.6813829787234043,1.478,2013-11,1,0.5,0.5,High (>20%),-3.825000000000003
ES-2013-2015486,2013-06-12,Central,Standard Class,425,122.72999999999999,20.200000000000003,10,0.04752941176470589,0.28877647058823525,2.0200000000000005,2013-06,0,0.0,0.0,No Discount,122.72999999999999
ES-2013-2023083,2013-05-15,Central,Standard Class,295,37.44,14.919999999999998,6,0.050576271186440674,0.12691525423728814,2.4866666666666664,2013-05,0,0.0,0.0,No Discount,37.44
ES-2013-2023938,2013-06-08,Central,Standard Class,2018,209.235,106.97,35,0.053007928642220016,0.10368434093161547,3.056285714285714,2013-06,0,0.15,0.15,Medium (10-20%),209.235
ES-2013-2027910,2013-07-22,Central,Standard Class,84,30.3,7.04,5,0.0838095238095238,0.3607142857142857,1.408,2013-07,0,0.0,0.0,No Discount,30.3
ES-2013-2028016,2013-04-26,South,First Class,534,24.785999999999994,109.8,23,0.20561797752808988,0.04641573033707864,4.77391304347826,2013-04,1,0.4,0.4,High (>20%),202.786
ES-2013-2037410,2013-12-11,Central,Standard Class,437,183.42,40.55,6,0.09279176201372998,0.4197254004576659,6.758333333333333,2013-12,1,0.0,0.0,No Discount,183.42
ES-2013-2041470,2013-07-02,Central,Standard Class,815,72.225,135.15,10,0.1658282208588957,0.08861963190184048,13.515,2013-07,1,0.2,0.2,Medium (10-20%),72.225
ES-2013-2048769,2013-12-14,North,Second Class,1416,72.75,331.94000000000005,18,0.2344209039548023,0.0513771186440678,18.441111111111113,2013-12,1,0.0,0.0,No Discount,72.75
ES-2013-2057107,2013-07-18,North,First Class,48,9.48,9.53,4,0.19854166666666664,0.1975,2.3825,2013-07,1,0.0,0.0,No Discount,9.48
ES-2013-2058218,2013-07-25,North,Same Day,349,34.86,85.76,7,0.24573065902578797,0.09988538681948424,12.251428571428573,2013-07,1,0.0,0.0,No Discount,34.86
ES-2013-2058842,2013-09-17,North,Standard Class,462,92.4,63.58,4,0.1376190476190476,0.2,15.895,2013-09,1,0.1,0.1,Low (0-10%),92.4
ES-2013-2061669,2013-12-30,South,First Class,310,-38.80199999999999,65.03,16,0.2097741935483871,-0.12516774193548386,4.064375,2013-12,1,1.0,1.0,High (>20%),-38.80199999999999
ES-2013-2062612,2013-11-30,Central,Standard Class,2347,651.63,148.01,20,0.06306348530038347,0.2776438005965062,7.400499999999999,2013-11,0,0.0,0.0,No Discount,651.63
ES-2013-2091965,2013-03-19,Central,First Class,760,177.912,16.599999999999998,14,0.021842105263157892,0.23409473684210527,1.1857142857142855,2013-03,0,0.1,0.1,Low (0-10%),177.912
ES-2013-2105318,2013-04-05,South,Standard Class,1635,466.28999999999996,128.57999999999998,12,0.07864220183486238,0.2851926605504587,10.714999999999998,2013-04,0,0.0,0.0,No Discount,466.28999999999996
ES-2013-2115657,2013-02-18,Central,Same Day,24,0.0,4.99,2,0.20791666666666667,0.0,2.495,2013-02,1,0.0,0.0,No Discount,0.0
ES-2013-2117585,2013-04-05,Central,Standard Class,344,66.9,7.050000000000001,10,0.02049418604651163,0.19447674418604652,0.7050000000000001,2013-04,0,0.0,0.0,No Discount,66.9
ES-2013-2121455,2013-05-10,Central,First Class,159,72.99,7.24,3,0.045534591194968554,0.45905660377358487,2.4133333333333336,2013-05,0,0.0,0.0,No Discount,72.99
ES-2013-2141894,2013-07-09,South,Standard Class,180,10.8,6.53,4,0.03627777777777778,0.060000000000000005,1.6325,2013-07,0,0.0,0.0,No Discount,10.8
ES-2013-2141906,2013-01-22,North,Standard Class,442,24.3,30.76,6,0.06959276018099547,0.05497737556561086,5.126666666666667,2013-01,0,0.0,0.0,No Discount,24.3
ES-2013-2144803,2013-03-13,North,First Class,55,15.36,12.19,2,0.22163636363636363,0.2792727272727273,6.095,2013-03,1,0.0,0.0,No Discount,15.36
ES-2013-2147462,2013-06-13,Central,Standard Class,899,79.908,153.35,2,0.17057842046718574,0.08888542825361513,76.675,2013-06,1,0.1,0.1,Low (0-10%),79.908
ES-2013-2155035,2013-08-23,South,Second Class,304,97.38,45.52,6,0.14973684210526317,0.32032894736842105,7.586666666666667,2013-08,1,0.0,0.0,No Discount,97.38
ES-2013-2161351,2013-04-16,Central,Standard Class,382,93.282,20.029999999999998,16,0.05243455497382198,0.2441937172774869,1.2518749999999998,2013-04,0,0.1,0.1,Low (0-10%),93.282
ES-2013-2162947,2013-12-17,Central,Standard Class,915,220.365,113.83000000000001,8,0.12440437158469947,0.2408360655737705,14.228750000000002,2013-12,1,0.15,0.15,Medium (10-20%),220.365
ES-2013-2165341,2013-01-17,Central,First Class,44,13.68,14.33,4,0.3256818181818182,0.3109090909090909,3.5825,2013-01,1,0.0,0.0,No Discount,13.68
ES-2013-2173269,2013-12-19,North,Standard Class,268,-140.85,30.9,7,0.11529850746268656,-0.5255597014925373,4.414285714285714,2013-12,1,1.5,1.5,,-140.85
ES-2013-2183682,2013-09-16,North,Standard Class,510,71.37,51.87,3,0.10170588235294117,0.13994117647058824,17.29,2013-09,1,0.0,0.0,No Discount,71.37
ES-2013-2186227,2013-02-02,Central,Standard Class,285,67.2,19.630000000000003,11,0.06887719298245615,0.23578947368421055,1.7845454545454549,2013-02,0,0.0,0.0,No Discount,67.2
ES-2013-2189870,2013-02-11,South,Standard Class,112,36.84,10.55,4,0.09419642857142858,0.32892857142857146,2.6375,2013-02,1,0.0,0.0,No Discount,36.84
ES-2013-2194911,2013-10-16,South,Standard Class,1708,512.4,119.51,7,0.06997072599531616,0.3,17.072857142857142,2013-10,0,0.0,0.0,No Discount,512.4
ES-2013-2195633,2013-03-30,Central,First Class,54,7.56,2.52,6,0.04666666666666667,0.13999999999999999,0.42,2013-03,0,0.0,0.0,No Discount,7.56
ES-2013-2204795,2013-09-02,Central,First Class,243,28.169999999999998,90.76,4,0.3734979423868313,0.11592592592592592,22.69,2013-09,1,0.1,0.1,Low (0-10%),28.169999999999998
ES-2013-2211839,2013-06-21,North,Standard Class,742,309.96,77.55,6,0.10451482479784366,0.41773584905660377,12.924999999999999,2013-06,1,0.0,0.0,No Discount,309.96
ES-2013-2212527,2013-12-19,South,First Class,95,42.24,18.9,4,0.19894736842105262,0.44463157894736843,4.725,2013-12,1,0.1,0.1,Low (0-10%),42.24
ES-2013-2212734,2013-09-12,Central,First Class,936,333.54600000000005,141.61,17,0.15129273504273505,0.35635256410256416,8.33,2013-09,1,0.2,0.2,Medium (10-20%),333.54600000000005
ES-2013-2215507,2013-07-02,North,Standard Class,758,224.53199999999998,51.5,11,0.0679419525065963,0.2962163588390501,4.681818181818182,2013-07,0,0.2,0.2,Medium (10-20%),224.53199999999998
ES-2013-2219250,2013-09-24,North,Standard Class,697,-387.585,38.02,17,0.0545480631276901,-0.5560760401721664,2.2364705882352944,2013-09,0,3.0,3.0,,-387.585
ES-2013-2219658,2013-05-01,North,Standard Class,25,9.27,1.48,3,0.0592,0.37079999999999996,0.49333333333333335,2013-05,0,0.0,0.0,No Discount,9.27
ES-2013-2220066,2013-10-12,South,Same Day,1550,139.32,443.92,6,0.2864,0.08988387096774193,73.98666666666666,2013-10,1,0.0,0.0,No Discount,139.32
ES-2013-2220306,2013-11-11,South,Second Class,389,121.515,34.53,7,0.08876606683804628,0.3123778920308483,4.932857142857143,2013-11,0,0.30000000000000004,0.30000000000000004,High (>20%),177.08642857142866
ES-2013-2222698,2013-11-26,North,Same Day,886,103.2,127.61,4,0.14402934537246048,0.11647855530474041,31.9025,2013-11,1,0.0,0.0,No Discount,103.2
ES-2013-2228706,2013-08-10,Central,Second Class,1521,160.374,170.25,9,0.11193293885601578,0.10543984220907297,18.916666666666668,2013-08,1,0.15,0.15,Medium (10-20%),160.374
ES-2013-2229801,2013-09-17,South,Second Class,158,69.48,13.59,3,0.08601265822784811,0.439746835443038,4.53,2013-09,0,0.0,0.0,No Discount,69.48
ES-2013-2229883,2013-06-01,North,Standard Class,1051,188.016,90.39,17,0.08600380589914368,0.17889248334919125,5.317058823529412,2013-06,0,0.4,0.4,High (>20%),538.3493333333334
ES-2013-2232047,2013-10-03,Central,Standard Class,49,24.39,5.34,3,0.1089795918367347,0.49775510204081636,1.78,2013-10,1,0.0,0.0,No Discount,24.39
ES-2013-2235456,2013-06-04,Central,Second Class,316,113.49,60.91,9,0.192753164556962,0.3591455696202531,6.767777777777777,2013-06,1,0.0,0.0,No Discount,113.49
ES-2013-2235900,2013-08-28,Central,Standard Class,345,0.0,38.61,3,0.11191304347826087,0.0,12.87,2013-08,1,0.0,0.0,No Discount,0.0
ES-2013-2239615,2013-08-09,South,Standard Class,530,135.048,35.54,5,0.06705660377358491,0.2548075471698113,7.108,2013-08,0,0.1,0.1,Low (0-10%),135.048
ES-2013-2271399,2013-06-28,Central,First Class,1105,-89.856,36.230000000000004,10,0.03278733031674209,-0.08131764705882352,3.623,2013-06,0,0.15,0.15,Medium (10-20%),-89.856
ES-2013-2285661,2013-09-20,Central,First Class,322,90.66,75.58,13,0.23472049689440994,0.2815527950310559,5.813846153846153,2013-09,1,0.0,0.0,No Discount,90.66
ES-2013-2309313,2013-09-09,Central,Second Class,72,19.44,16.96,3,0.23555555555555557,0.27,5.653333333333333,2013-09,1,0.0,0.0,No Discount,19.44
ES-2013-2309485,2013-11-02,North,Standard Class,289,40.08,25.029999999999998,7,0.08660899653979238,0.13868512110726644,3.575714285714285,2013-11,0,0.0,0.0,No Discount,40.08
ES-2013-2310454,2013-06-06,Central,Second Class,839,99.48,121.91,10,0.14530393325387367,0.11856972586412397,12.190999999999999,2013-06,1,0.2,0.2,Medium (10-20%),99.48
ES-2013-2313397,2013-10-12,South,First Class,710,133.233,180.26,16,0.253887323943662,0.18765211267605633,11.26625,2013-10,1,0.2,0.2,Medium (10-20%),133.233
ES-2013-2316903,2013-12-19,South,Standard Class,283,42.48,17.44,4,0.06162544169611308,0.1501060070671378,4.36,2013-12,0,0.4,0.4,High (>20%),136.81333333333336
ES-2013-2318967,2013-01-28,Central,Standard Class,313,67.8,18.02,8,0.05757188498402556,0.21661341853035143,2.2525,2013-01,0,0.0,0.0,No Discount,67.8
ES-2013-2319209,2013-07-11,North,First Class,264,65.88,29.56,1,0.11196969696969697,0.24954545454545451,29.56,2013-07,1,0.0,0.0,No Discount,65.88
ES-2013-2335105,2013-06-12,Central,First Class,925,-554.625,193.76000000000002,23,0.2094702702702703,-0.5995945945945946,8.424347826086958,2013-06,1,2.5,2.5,,-554.625
ES-2013-2335535,2013-08-12,South,Standard Class,9,0.912,0.69,1,0.07666666666666666,0.10133333333333333,0.69,2013-08,0,0.4,0.4,High (>20%),3.912000000000001
ES-2013-2338251,2013-06-25,South,Standard Class,623,41.43,60.29,5,0.09677367576243981,0.0665008025682183,12.058,2013-06,1,0.4,0.4,High (>20%),249.0966666666668
ES-2013-2339975,2013-09-30,South,Standard Class,1498,0.0,124.7,5,0.08324432576769025,0.0,24.94,2013-09,0,0.0,0.0,No Discount,0.0
ES-2013-2341157,2013-10-08,North,Standard Class,1707,341.28,92.49,9,0.05418277680140597,0.19992970123022846,10.276666666666666,2013-10,0,0.0,0.0,No Discount,341.28
ES-2013-2354581,2013-11-05,North,Second Class,593,41.28,117.87,14,0.1987689713322091,0.06961214165261383,8.419285714285715,2013-11,1,0.0,0.0,No Discount,41.28
ES-2013-2355379,2013-06-13,North,First Class,149,64.05,33.2,10,0.22281879194630874,0.4298657718120805,3.3200000000000003,2013-06,1,0.0,0.0,No Discount,64.05
ES-2013-2356402,2013-07-31,North,First Class,41,7.74,10.76,3,0.2624390243902439,0.18878048780487805,3.5866666666666664,2013-07,1,0.0,0.0,No Discount,7.74
ES-2013-2361375,2013-11-14,Central,Second Class,141,40.95,24.86,3,0.17631205673758865,0.2904255319148936,8.286666666666667,2013-11,1,0.0,0.0,No Discount,40.95
ES-2013-2364306,2013-11-22,Central,Standard Class,736,181.96800000000002,50.39,17,0.06846467391304348,0.24723913043478263,2.9641176470588237,2013-11,0,0.1,0.1,Low (0-10%),181.96800000000002
ES-2013-2368528,2013-12-19,Central,Standard Class,36,5.01,2.1,1,0.058333333333333334,0.13916666666666666,2.1,2013-12,0,0.0,0.0,No Discount,5.01
ES-2013-2371724,2013-08-24,Central,Second Class,1152,408.12,189.61,16,0.1645920138888889,0.3542708333333333,11.850625,2013-08,1,0.1,0.1,Low (0-10%),408.12
ES-2013-2373889,2013-12-12,South,Standard Class,98,43.98,10.54,2,0.10755102040816325,0.4487755102040816,5.27,2013-12,1,0.0,0.0,No Discount,43.98
ES-2013-2374863,2013-06-19,North,Standard Class,961,82.68,83.84,9,0.08724245577523414,0.08603537981269511,9.315555555555555,2013-06,0,0.0,0.0,No Discount,82.68
ES-2013-2376494,2013-02-25,North,Standard Class,161,19.32,10.87,4,0.06751552795031056,0.12,2.7175,2013-02,0,0.0,0.0,No Discount,19.32
ES-2013-2384554,2013-09-15,Central,Standard Class,82,12.24,10.16,2,0.12390243902439024,0.14926829268292682,5.08,2013-09,1,0.0,0.0,No Discount,12.24
ES-2013-2385611,2013-05-09,Central,Second Class,289,133.74,40.82,3,0.14124567474048444,0.4627681660899654,13.606666666666667,2013-05,1,0.0,0.0,No Discount,133.74
ES-2013-2386093,2013-08-01,North,Standard Class,1891,554.97,274.91999999999996,21,0.14538339502908512,0.2934796404019038,13.091428571428569,2013-08,1,0.0,0.0,No Discount,554.97
ES-2013-2387221,2013-09-04,South,Standard Class,881,334.86,92.21,2,0.10466515323496027,0.38009080590238364,46.105,2013-09,1,0.0,0.0,No Discount,334.86
ES-2013-2388994,2013-03-05,North,First Class,2032,495.57000000000005,189.91000000000003,13,0.09345964566929135,0.24388287401574807,14.60846153846154,2013-03,1,0.0,0.0,No Discount,495.57000000000005
ES-2013-2396417,2013-08-09,Central,Standard Class,216,71.976,27.83,5,0.1288425925925926,0.3332222222222222,5.566,2013-08,1,0.1,0.1,Low (0-10%),71.976
ES-2013-2402314,2013-09-25,North,Standard Class,410,36.81,35.13,3,0.0856829268292683,0.08978048780487806,11.71,2013-09,0,0.0,0.0,No Discount,36.81
ES-2013-2406661,2013-06-05,South,Standard Class,52,4.68,3.66,3,0.07038461538461539,0.09,1.22,2013-06,0,0.0,0.0,No Discount,4.68
ES-2013-2409754,2013-04-04,Central,First Class,756,113.67,241.51,8,0.31945767195767194,0.15035714285714286,30.18875,2013-04,1,0.15,0.15,Medium (10-20%),113.67
ES-2013-2413441,2013-04-03,South,Second Class,120,22.8,3.48,4,0.029,0.19,0.87,2013-04,0,0.0,0.0,No Discount,22.8
ES-2013-2413873,2013-12-04,Central,Standard Class,206,32.94,6.4,9,0.031067961165048546,0.15990291262135922,0.7111111111111111,2013-12,0,0.0,0.0,No Discount,32.94
ES-2013-2417633,2013-01-19,South,Standard Class,1629,619.11,27.22,3,0.01670963781461019,0.38005524861878454,9.073333333333332,2013-01,0,0.0,0.0,No Discount,619.11
ES-2013-2428576,2013-11-25,Central,Second Class,106,0.0,32.36,8,0.3052830188679245,0.0,4.045,2013-11,1,0.5,0.5,High (>20%),63.60000000000002
ES-2013-2435824,2013-08-21,South,Standard Class,23,7.23,1.46,1,0.06347826086956522,0.31434782608695655,1.46,2013-08,0,0.0,0.0,No Discount,7.23
ES-2013-2440146,2013-06-07,North,Second Class,45,3.96,4.51,3,0.10022222222222221,0.088,1.5033333333333332,2013-06,1,0.0,0.0,No Discount,3.96
ES-2013-2447615,2013-07-22,Central,Standard Class,757,371.04,107.28,2,0.14171730515191547,0.49014531043593135,53.64,2013-07,1,0.0,0.0,No Discount,371.04
ES-2013-2453999,2013-01-05,Central,Standard Class,2797,1181.703,259.9,9,0.09292098677154093,0.4224894529853414,28.877777777777776,2013-01,1,0.1,0.1,Low (0-10%),1181.703
ES-2013-2475819,2013-11-06,Central,Standard Class,138,14.790000000000001,10.79,9,0.07818840579710144,0.10717391304347827,1.198888888888889,2013-11,0,0.0,0.0,No Discount,14.790000000000001
ES-2013-2481532,2013-02-20,South,Standard Class,1667,62.843999999999994,101.4,46,0.06082783443311338,0.037698860227954406,2.2043478260869565,2013-02,0,1.0,1.0,High (>20%),62.843999999999994
ES-2013-2483088,2013-06-17,Central,Second Class,451,146.10000000000002,120.91000000000001,18,0.26809312638580934,0.3239467849223947,6.717222222222222,2013-06,1,0.0,0.0,No Discount,146.10000000000002
ES-2013-2491395,2013-06-17,Central,Standard Class,1029,252.87,140.39,17,0.13643343051506315,0.24574344023323616,8.258235294117647,2013-06,1,0.0,0.0,No Discount,252.87
ES-2013-2493030,2013-04-10,Central,Standard Class,290,108.255,33.879999999999995,7,0.11682758620689654,0.3732931034482758,4.839999999999999,2013-04,1,0.1,0.1,Low (0-10%),108.255
ES-2013-2509119,2013-07-02,South,First Class,2580,-108.99600000000001,212.09999999999997,18,0.08220930232558138,-0.04224651162790698,11.783333333333331,2013-07,0,0.8,0.8,High (>20%),7631.0040000000035
ES-2013-2514403,2013-03-01,Central,First Class,371,115.275,60.91,1,0.164177897574124,0.3107142857142857,60.91,2013-03,1,0.1,0.1,Low (0-10%),115.275
ES-2013-2519403,2013-08-01,Central,First Class,105,16.35,18.9,5,0.18,0.15571428571428572,3.78,2013-08,1,0.0,0.0,No Discount,16.35
ES-2013-2522918,2013-11-16,Central,First Class,971,234.20850000000002,276.21999999999997,17,0.28446961894953654,0.24120339855818745,16.248235294117645,2013-11,1,0.25,0.25,High (>20%),298.9418333333333
ES-2013-2523030,2013-08-08,North,Second Class,327,86.22,47.45,10,0.14510703363914373,0.2636697247706422,4.745,2013-08,1,0.0,0.0,No Discount,86.22
ES-2013-2527425,2013-09-20,Central,Same Day,240,76.848,19.62,4,0.08175,0.3202,4.905,2013-09,0,0.1,0.1,Low (0-10%),76.848
ES-2013-2538836,2013-08-01,Central,Standard Class,33,5.85,2.42,3,0.07333333333333333,0.17727272727272725,0.8066666666666666,2013-08,0,0.0,0.0,No Discount,5.85
ES-2013-2546560,2013-08-02,Central,Standard Class,255,-24.192,15.110000000000001,5,0.05925490196078432,-0.09487058823529412,3.0220000000000002,2013-08,0,0.15,0.15,Medium (10-20%),-24.192
ES-2013-2548559,2013-11-21,North,Standard Class,1275,140.16,172.78,2,0.13551372549019608,0.10992941176470589,86.39,2013-11,1,0.0,0.0,No Discount,140.16
ES-2013-2550984,2013-08-02,Central,Standard Class,46,18.846,2.44,3,0.05304347826086957,0.40969565217391307,0.8133333333333334,2013-08,0,0.1,0.1,Low (0-10%),18.846
ES-2013-2551660,2013-10-25,North,Standard Class,193,61.74,11.72,6,0.060725388601036275,0.3198963730569948,1.9533333333333334,2013-10,0,0.0,0.0,No Discount,61.74
ES-2013-2559061,2013-10-23,Central,First Class,58,7.56,5.33,2,0.09189655172413794,0.13034482758620689,2.665,2013-10,1,0.0,0.0,No Discount,7.56
ES-2013-2562616,2013-09-23,South,Standard Class,27,4.56,1.2,2,0.044444444444444446,0.16888888888888887,0.6,2013-09,0,0.0,0.0,No Discount,4.56
ES-2013-2569541,2013-09-11,South,Second Class,299,22.799999999999997,106.52999999999999,6,0.35628762541806014,0.07625418060200669,17.755,2013-09,1,0.0,0.0,No Discount,22.799999999999997
ES-2013-2571754,2013-12-04,South,First Class,62,14.85,13.12,5,0.21161290322580645,0.23951612903225805,2.6239999999999997,2013-12,1,0.0,0.0,No Discount,14.85
ES-2013-2573970,2013-06-25,Central,Standard Class,629,161.37,43.16,11,0.06861685214626391,0.25655007949125597,3.9236363636363634,2013-06,0,0.0,0.0,No Discount,161.37
ES-2013-2588627,2013-08-27,North,Standard Class,57,19.596,3.93,2,0.06894736842105263,0.34378947368421053,1.965,2013-08,0,0.1,0.1,Low (0-10%),19.596
ES-2013-2589732,2013-12-20,North,Standard Class,423,173.25,47.83,3,0.11307328605200945,0.4095744680851064,15.943333333333333,2013-12,1,0.0,0.0,No Discount,173.25
ES-2013-2591562,2013-06-04,Central,First Class,181,16.32,36.56,7,0.2019889502762431,0.09016574585635359,5.222857142857143,2013-06,1,0.0,0.0,No Discount,16.32
ES-2013-2593505,2013-03-12,Central,Standard Class,290,56.55,22.43,6,0.0773448275862069,0.19499999999999998,3.7383333333333333,2013-03,0,0.0,0.0,No Discount,56.55
ES-2013-2603153,2013-12-09,South,Standard Class,40,3.192,3.89,4,0.09725,0.07980000000000001,0.9725,2013-12,1,0.4,0.4,High (>20%),16.525333333333343
ES-2013-2612318,2013-09-17,South,Standard Class,62,6.15,3.45,5,0.055645161290322584,0.09919354838709678,0.6900000000000001,2013-09,0,0.0,0.0,No Discount,6.15
ES-2013-2616819,2013-08-08,Central,Standard Class,880,183.495,63.35,11,0.07198863636363637,0.20851704545454547,5.759090909090909,2013-08,0,0.2,0.2,Medium (10-20%),183.495
ES-2013-2624531,2013-08-30,North,First Class,121,55.68,42.63,4,0.35231404958677687,0.4601652892561983,10.6575,2013-08,1,0.0,0.0,No Discount,55.68
ES-2013-2630268,2013-03-12,North,Second Class,166,53.04,40.92,4,0.24650602409638556,0.31951807228915663,10.23,2013-03,1,0.0,0.0,No Discount,53.04
ES-2013-2630841,2013-09-14,Central,Standard Class,258,43.8,30.38,5,0.11775193798449612,0.1697674418604651,6.076,2013-09,1,0.0,0.0,No Discount,43.8
ES-2013-2633661,2013-03-04,Central,Second Class,162,15.120000000000001,38.370000000000005,7,0.23685185185185187,0.09333333333333334,5.481428571428572,2013-03,1,0.0,0.0,No Discount,15.120000000000001
ES-2013-2638509,2013-11-06,North,First Class,676,29.94,122.15,5,0.18069526627218935,0.04428994082840237,24.43,2013-11,1,0.1,0.1,Low (0-10%),29.94
ES-2013-2639112,2013-05-30,Central,Standard Class,147,30.9,12.52,5,0.08517006802721089,0.21020408163265306,2.504,2013-05,0,0.0,0.0,No Discount,30.9
ES-2013-2645491,2013-01-04,Central,Standard Class,1028,296.82,27.29,2,0.026546692607003892,0.28873540856031127,13.645,2013-01,0,0.1,0.1,Low (0-10%),296.82
ES-2013-2659584,2013-10-18,South,Standard Class,54,6.33,3.39,5,0.06277777777777778,0.11722222222222223,0.678,2013-10,0,0.1,0.1,Low (0-10%),6.33
ES-2013-2664096,2013-11-14,Central,First Class,669,80.3025,123.31,12,0.18431988041853514,0.12003363228699551,10.275833333333333,2013-11,1,0.25,0.25,High (>20%),124.90250000000003
ES-2013-2671748,2013-03-29,Central,Second Class,180,34.2,23.21,6,0.12894444444444444,0.19,3.8683333333333336,2013-03,1,0.0,0.0,No Discount,34.2
ES-2013-2672620,2013-08-28,North,Standard Class,67,-36.0,1.17,5,0.01746268656716418,-0.5373134328358209,0.23399999999999999,2013-08,0,0.5,0.5,High (>20%),4.200000000000003
ES-2013-2675006,2013-07-26,North,Second Class,265,46.980000000000004,33.46,5,0.12626415094339624,0.17728301886792455,6.692,2013-07,1,0.0,0.0,No Discount,46.980000000000004
ES-2013-2680932,2013-06-03,North,Standard Class,437,29.097,80.51,3,0.184233409610984,0.06658352402745996,26.83666666666667,2013-06,1,0.1,0.1,Low (0-10%),29.097
ES-2013-2694304,2013-10-25,South,Second Class,690,100.68,119.01,8,0.17247826086956522,0.14591304347826087,14.87625,2013-10,1,0.0,0.0,No Discount,100.68
ES-2013-2700361,2013-07-03,Central,Second Class,3464,678.663,416.7799999999999,36,0.12031755196304847,0.19591887990762125,11.57722222222222,2013-07,1,0.7000000000000001,0.7000000000000001,High (>20%),6451.996333333336
ES-2013-2700779,2013-11-01,North,Standard Class,1396,573.96,77.27000000000001,18,0.05535100286532952,0.41114613180515763,4.292777777777778,2013-11,0,0.0,0.0,No Discount,573.96
ES-2013-2701752,2013-09-16,South,Standard Class,841,165.63,62.980000000000004,11,0.0748870392390012,0.19694411414982163,5.725454545454546,2013-09,0,0.0,0.0,No Discount,165.63
ES-2013-2708008,2013-10-23,South,Standard Class,1362,638.4,92.97,9,0.06825991189427312,0.4687224669603524,10.33,2013-10,0,0.0,0.0,No Discount,638.4
ES-2013-2715038,2013-09-21,Central,Standard Class,663,111.94200000000001,92.96000000000001,9,0.14021116138763198,0.16884162895927604,10.32888888888889,2013-09,1,0.4,0.4,High (>20%),332.942
ES-2013-2720611,2013-06-10,North,Second Class,236,69.24000000000001,27.27,5,0.11555084745762711,0.2933898305084746,5.454,2013-06,1,0.0,0.0,No Discount,69.24000000000001
ES-2013-2720927,2013-08-21,Central,Second Class,276,36.789,25.900000000000002,11,0.09384057971014494,0.13329347826086957,2.354545454545455,2013-08,1,0.1,0.1,Low (0-10%),36.789
